Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Nicaragua,NIC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.51774317,-0.492162377,-0.066172294,-0.093183674,-0.368299216,-0.341314167,-0.339232922,-0.267819613,-0.120370902,-0.222542554,-0.305793792,-0.499709249,-0.269735813,-0.348777562,-0.249215871,-0.040780123,-0.092195526,-0.095483571,-0.053823207,-0.950931132,-0.992481053,-0.585725188,-0.471998215,-0.348428488
Niger,NER,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.026145848,-0.315587521,0.12496803,-0.129554793,0.042194888,-0.505270839,-0.4860107,-0.227475315,-0.459753156,-0.670321345,-1.150037766,-1.160744548,-0.878004491,-1.148130894,-1.321799397,-1.175840497,-1.059703231,-1.10075748,-1.259505153,-1.358237863,-1.404958606,-1.667164683,-1.53848505,-1.472179294
Nigeria,NGA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.05690825,-0.588243723,-1.455326319,-1.626329303,-1.635588288,-1.754415751,-1.666500449,-2.034077644,-2.014056444,-1.860711932,-1.994553804,-2.211123228,-1.956454515,-2.042073727,-2.088478327,-2.130276442,-1.921705127,-1.873888969,-1.996716857,-2.097414255,-1.933071136,-1.891961455,-1.787299275,-1.798141479
Niue,NIU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,..,..,..,..,..,1.144098997,1.322361231,..,..,..,..,..,..,..,1.02867043,1.376388192,1.36252892,1.325276494,1.339968085
North Macedonia,MKD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.480376542,-0.712693691,-0.614017069,-1.038219452,-0.988194704,-0.851008296,-1.155975223,-0.736575305,-0.426525265,-0.295720577,-0.298555881,-0.518517077,-0.617963791,-0.492649525,-0.416076392,0.256382942,-0.292592734,-0.355312616,-0.258881122,-0.211983711,0.008093261,0.112023413,0.062417198,0.117590658
Norway,NOR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.456821561,1.439661264,1.533282995,1.608346105,1.204556227,1.196618319,1.295277238,1.252705693,1.145552516,1.285434484,1.276532531,1.332311511,1.337976933,1.327469826,1.352091908,1.11995852,1.145620108,1.181620955,1.150700212,1.120635986,1.141986489,1.221518755,1.088475108,0.860958338
Oman,OMN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.873983324,0.854953349,1.121424675,0.928577423,1.061505675,1.11596787,0.946494877,0.841323614,0.93981421,0.922186911,0.826832592,0.59024173,0.43244046,0.462077081,0.459530205,0.734907329,0.778052211,0.749765635,0.749311626,0.642036438,0.589168727,0.419728547,0.431887984,0.529911399
Pakistan,PAK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.1273278,-1.124120474,-1.104804635,-1.637678623,-1.54904592,-1.582877994,-1.751388311,-2.024678469,-2.432705164,-2.573009491,-2.64452672,-2.675933123,-2.810035467,-2.677003622,-2.603302002,-2.401279211,-2.471883535,-2.473873854,-2.396910429,-2.253884554,-2.251637459,-1.792646289,-1.713656187,-1.900261998
Palau,PLW,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,1.169785261,1.131853342,1.070744872,1.040722609,1.088965535,1.012082815,1.385001779,1.453984499,1.061803818,1.026400208,1.054114819,0.989585757,0.821486235,0.846926332,1.213737011,1.194799542,1.171670437,1.166012168,1.172233224,1.096862912
Panama,PAN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.123815298,0.370574236,0.251223832,0.345927984,0.073229544,0.084138364,-0.157522634,-0.067905001,-0.061348125,-0.097780146,0.062279519,-0.116048209,-0.028218862,-0.179432675,-0.141260922,0.209008202,0.37741518,0.400727749,0.380333245,0.252037287,0.290878117,0.235460699,0.307120055,0.297832072
Papua New Guinea,PNG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.77500689,-0.106866509,-0.207235515,-0.550169945,-0.55901736,-0.548657,-0.921983242,-0.869873524,-0.747831762,-0.610212266,-0.790807426,-0.808443785,-0.754677415,-0.590442359,-0.520246863,-0.339367092,-0.41628924,-0.504316509,-0.691195011,-0.656307817,-0.705046415,-0.653707087,-0.576708913,-0.609061778
Paraguay,PRY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.459796816,-0.746503592,-0.970572591,-1.211351275,-0.749351561,-0.566143751,-0.652078152,-0.776525021,-0.740122914,-0.727450252,-0.883586049,-0.834862232,-0.692596555,-0.871902168,-0.735861599,-0.08862751,0.035212629,0.134470806,-0.002856044,-0.086801514,-0.018059423,0.016684934,-0.000999591,0.035977952
Peru,PER,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.06168437,-0.520839572,-0.987529457,-0.969909847,-1.162101626,-1.027399659,-0.975715458,-0.841553807,-0.774885893,-0.892661691,-1.180047989,-0.999915421,-0.760749698,-0.907364726,-0.80573976,-0.550656915,-0.398910075,-0.207934842,-0.263510197,-0.276951969,-0.163659349,-0.357738912,-0.355285466,-0.446338385
Philippines,PHL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.481185794,-0.257059157,-1.390484333,-0.858753324,-1.559809685,-1.705884457,-1.178786635,-1.638671637,-1.604885697,-1.779236317,-1.728763223,-1.650759578,-1.392181635,-1.18824029,-1.084253192,-0.713820934,-0.854724228,-1.378690362,-1.189290643,-1.096192241,-0.928045392,-0.778701365,-0.984003067,-0.712976396
Poland,POL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.830644667,0.838597417,0.309305251,0.743997812,0.578085065,0.153857663,0.363082945,0.354031831,0.68284601,0.911096275,0.938135386,1.01733005,1.072062969,1.04947865,0.973354995,0.842940807,0.862319052,0.496157646,0.509755135,0.480340898,0.550631166,0.491565287,0.491801322,0.500283241
Portugal,PRT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.286039114,1.369090557,1.394764066,1.437048197,1.289688826,0.969877243,1.016647577,0.952390611,0.821809351,0.987546325,0.787381768,0.717686951,0.741739273,0.775272608,0.748763442,0.806274414,0.904212952,0.958625793,1.106168151,1.115095258,1.051632404,1.008653641,0.93725127,0.860719681
Puerto Rico,PRI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.264631718,0.274148971,0.259488463,0.302352816,0.313361704,0.557232976,0.445573747,0.377330452,0.409872741,0.264064759,0.153662071,0.356976479,0.600148976,0.584973395,0.249155894,0.819992661,0.847117484,0.67782861,0.481969595,0.273657262,0.142603353,0.435303301,0.487989306,0.543191195
Qatar,QAT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.361694604,1.058855057,1.157301426,0.831208944,1.186481357,1.123904943,1.027679205,0.926921546,0.952527702,1.114876628,1.223285079,1.15385592,1.174731016,1.223598838,1.212546468,0.977457762,0.983597457,0.884123743,0.647981882,0.649283886,0.684275627,0.669543803,0.83326143,0.958558142
Reunion,REU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,0.429376394,0.476619095,0.703987658,0.699514151,0.441606164,0.401251554,0.395871073,0.416657001,0.431884825,0.423821241,0.257044077,0.263454974,0.290626764,0.293627709,0.237028524,0.209607616,0.198848009,0.226299986,0.260939807
Romania,ROU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.597966731,0.500102222,-0.379039526,0.464840323,0.320030123,0.059348613,0.085602649,0.148430079,0.198067933,0.180609092,0.359366298,0.273600399,0.186090663,0.082341559,0.179133072,0.049136128,0.181799337,0.266823202,0.048513539,0.036215875,0.54217118,0.508895397,0.581680298,0.48802197
Russian Federation,RUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.177853942,-1.089740992,-1.399242043,-0.724512279,-1.193151832,-1.514594436,-1.267701387,-0.908794343,-0.863382518,-0.749933898,-0.969926596,-0.929458737,-0.998262107,-0.817712665,-0.73609364,-0.943617463,-1.032223463,-0.947688162,-0.642759621,-0.538375676,-0.551099122,-0.66740942,-0.707901835,-0.91899544
Rwanda,RWA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.845332384,-2.037887573,-1.69159472,-1.651513219,-1.112522125,-1.186245203,-1.000212431,-0.684061944,-0.360214412,-0.327669591,-0.506896436,-0.272093862,-0.17711778,-0.230615199,-0.110951617,-0.313469648,0.002518378,-0.066518664,0.078270361,0.101642534,0.056940533,0.069421276,0.071905822,0.030513978
Samoa,WSM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.321788192,1.343910575,1.283142328,1.097199082,1.271927476,1.158397198,1.132702708,1.098509073,1.004980683,1.097826838,0.957884192,0.765691876,0.988590956,0.99924016,0.98900789,1.12190485,1.166048288,1.175883532,1.161632657,1.133188844,1.163725734,1.14607358,1.106232166,1.078609109
San Marino,SMR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,1.169785261,1.131853342,1.070744872,1.040722609,1.088965535,1.012082815,1.385001779,1.453984499,1.061803818,1.026400208,1.054114819,0.989585757,1.365985394,1.382750273,1.39288795,1.391008735,1.225839972,1.17722559,1.172496915,1.204843044
Sao Tome and Principe,STP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.050371766,1.084265828,1.151199818,0.555834174,0.25944972,0.572325528,0.575508893,0.347574234,0.394139469,0.175346196,0.146619737,0.115442857,0.0078264,0.013335418,0.111840725,0.184183002,0.136271909,0.215979159,0.183460847,0.515797019,0.500569344,0.489546567,0.58509469,0.607801914
Saudi Arabia,SAU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.189457834,0.110229097,0.227821603,0.002424324,0.141017646,-0.654632509,-0.240614012,-0.522423804,-0.467305243,-0.336524427,-0.492535233,-0.226726979,-0.464799643,-0.480688244,-0.431784123,-0.285844654,-0.634387195,-0.472771108,-0.649576366,-0.660840631,-0.623455822,-0.650508463,-0.59113127,-0.362989008
Senegal,SEN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.601866663,-0.988236308,-0.587890506,-0.273943573,-0.250177979,0.029510794,-0.204009935,-0.264316946,-0.244918704,-0.14859134,-0.205201,-0.41792497,-0.280602247,-0.108322032,-0.060722835,-0.198223099,-0.120225243,-0.22595489,-0.055723127,-0.107445858,0.03752597,-0.143128574,-0.179818049,-0.153299466
Serbia,SRB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.034719825,-2.142448664,-1.643598437,-0.512546003,-0.582542062,-0.507584155,-0.762413561,-0.53756845,-0.591357946,-0.542712986,-0.47735855,-0.421741664,-0.282882065,-0.217299461,-0.075638093,0.184110776,0.234833032,0.133281603,0.083367333,0.005221334,-0.07809411,-0.170778826,-0.085266188,-0.172904298
Seychelles,SYC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.050371766,1.084265828,1.283142328,0.903408945,0.645857215,0.655790031,0.931847215,0.912748575,0.787657201,0.748909354,0.59813714,0.856766224,0.937754095,0.744266331,0.825588942,0.361632437,0.674569547,0.715953171,0.77947253,0.673826814,0.658694148,0.701772809,0.744613945,0.75640434
Sierra Leone,SLE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.69709754,-2.173201084,-1.868685722,-0.691395998,-1.081210256,-0.514731526,-0.481067777,-0.302883804,-0.061578196,-0.239808902,-0.289030254,-0.236645371,-0.168444857,-0.279945284,-0.174718276,-0.104039676,-0.106272891,-0.167113155,-0.039427098,-0.088885598,-0.056958809,-0.302403092,-0.097025879,-0.089501671
Singapore,SGP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.115647316,0.930101573,1.141111493,1.253566265,0.876536012,1.092955947,1.153349996,1.248492837,1.174211025,1.344676137,1.179591179,1.169414878,1.191421747,1.368174553,1.378178358,1.186271429,1.29889214,1.477468967,1.59912312,1.468008995,1.480305552,1.438414216,1.442324996,1.45994246
Slovak Republic,SVK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.878931701,1.180254579,0.663586676,0.940030038,0.947933495,0.593536019,0.89807272,0.784178674,1.036687136,1.082136154,0.920496821,1.053316832,0.974757314,1.08840096,1.119518161,1.039121151,0.865759432,0.708230555,0.902730107,0.736512184,0.667275548,0.633921087,0.617806435,0.443434268
Slovenia,SVN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.311726332,1.243130565,0.886789322,1.303833246,1.18649447,1.081613421,1.092811227,1.085729003,1.098629355,1.149374366,0.936905801,0.866508842,0.969209671,0.935110688,0.88225168,0.965773404,0.947492003,0.979141891,0.866364181,0.894077659,0.801483512,0.701404274,0.755461395,0.706639647
Solomon Islands,SLB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.035551429,1.113963246,-0.732952654,-0.43754518,0.359491646,0.018688953,-0.017183067,0.067208663,0.230097041,0.206393555,0.215018734,0.343293846,0.307558388,0.187316343,0.300382704,0.470224828,0.639986575,0.491754383,0.188087985,0.354402095,0.495676666,0.562479496,0.541670024,0.379514664
Somalia,SOM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.509366512,-2.14295435,-1.948787212,-2.368952036,-2.574820995,-2.878539562,-2.70559001,-2.746350288,-3.228497028,-3.28051734,-3.312951088,-3.130971432,-3.083846569,-2.860755444,-2.758686543,-2.515828133,-2.370088816,-2.347157955,-2.249909878,-2.248987675,-2.386288404,-2.581385136,-2.727175713,-2.483434439
South Africa,ZAF,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.379187554,-0.546053231,-0.227864951,-0.254789859,-0.312842578,-0.131729558,-0.162092119,0.047030076,0.215346545,0.049528994,-0.11449261,-0.029427003,0.02403157,-0.0253867,-0.046294536,-0.146388963,-0.220544875,-0.149085,-0.284803957,-0.237621993,-0.283249706,-0.252887934,-0.75098139,-0.72211808
South Sudan,SSD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,..,..,..,..,..,..,..,-1.430328488,-1.156583309,-1.730328679,-2.646576643,-2.372008324,-2.412496805,-2.446235657,-2.434559584,-2.518343925,-2.191669941,-2.287201405,-2.210053921
Spain,ESP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.17475751,0.132018834,0.459468246,0.438226074,-0.047485888,-0.090546302,0.193026617,-0.150648654,-0.27673164,-0.383085459,-0.47459957,-0.318043739,0.021104537,-0.029516449,0.012017759,0.243121743,0.241160139,0.402214497,0.270845115,0.275779158,0.292700946,0.411397874,0.509131908,0.265326977
Sri Lanka,LKA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.778298974,-1.48284018,-1.904112697,-0.777628899,-0.833158433,-1.010440588,-1.152236819,-1.421550751,-1.751283646,-1.798595548,-1.340903044,-0.942946851,-0.72477144,-0.717079222,-0.612895429,-0.330464035,0.083182663,-0.01134005,-0.07544852,-0.139389724,-0.215569809,-0.089156918,-0.376803756,-0.785569847
St. Kitts and Nevis,KNA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,1.169785261,1.36335969,1.2821244,1.20838666,0.802670181,0.920431793,1.091652513,1.036112189,0.957588255,0.975788057,0.958863378,0.572488189,0.564717531,0.606805444,0.628548622,0.677222848,0.700797915,0.929504931,0.949530005,0.943862259
St. Lucia,LCA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.035551429,0.350061715,1.223599792,0.362931639,1.169785261,1.218339324,1.000114918,0.86010623,0.617986262,0.640764356,0.685753644,0.790275514,0.849078357,0.893705666,0.853357732,0.816450417,0.837734759,0.998592257,0.974609792,0.993263125,0.906494319,0.864660144,0.831884623,0.869225919
St. Vincent and the Grenadines,VCT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.035551429,1.113963246,1.223599792,0.362931639,0.764638484,1.026823997,1.147587776,1.059123635,0.788463771,0.800574362,0.728931725,0.790275514,0.849078357,0.928883851,0.853357732,0.816450417,0.987564266,0.998592257,0.871098697,0.822919726,0.937967896,1.03254509,1.040163636,1.043798447
Sudan,SDN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.479532003,-2.259968281,-2.24417305,-1.846431017,-1.977055788,-1.54903698,-1.973295927,-2.139077425,-2.362724781,-2.485348225,-2.647073746,-2.665277719,-2.522917271,-2.260563374,-2.193009615,-2.363084555,-2.155153036,-2.331105709,-1.971524239,-1.82177794,-1.696198225,-1.657063961,-1.987572193,-1.998894215
Suriname,SUR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.44020921,0.599269092,0.212451234,0.492683351,0.483302504,0.302263439,0.233044505,-0.013915001,-0.017322771,0.099638082,0.147267401,0.082475461,0.119975284,0.079325452,0.132779226,0.249270841,0.249509305,0.15281789,0.119800709,0.058161013,0.087626666,0.418793023,0.348301739,0.396292031
Sweden,SWE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.456821561,1.399189591,1.391772032,1.475257516,1.341613293,1.362226844,1.299904823,1.293933988,1.271478295,1.128336549,1.084638238,1.094170451,1.230688095,1.170597196,1.127778053,1.065414786,0.932670474,1.000782132,0.968601584,0.92122525,1.011769652,0.99729985,1.014362812,0.902623057
Switzerland,CHE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.456821561,1.439661264,1.578812003,1.542368174,1.246109486,1.227339864,1.196782112,1.268117428,1.234408855,1.222245216,1.307721257,1.258594275,1.300342083,1.418336034,1.401140213,1.402652621,1.326494217,1.28985405,1.242314816,1.319249392,1.310838223,1.17615521,1.115222096,1.161139727
Syrian Arab Republic,SYR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.347959876,-0.04410658,-0.180450946,0.277536005,0.063645199,-0.285746336,-0.461608589,-0.278217822,-0.339876115,-0.339036047,-0.509100556,-0.805789709,-2.012106895,-2.682273865,-2.681142807,-2.74882412,-2.965176821,-2.906036139,-2.612917662,-2.736278534,-2.730331182,-2.71175766,-2.65949297,-2.79725194
"Taiwan, China",TWN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.056969166,0.957362711,0.537106693,0.698526144,0.637641311,0.612769246,0.671792984,0.675702274,0.552529633,0.841073275,0.569273055,0.85661,0.946774662,0.89138478,0.873134315,0.766413093,0.91313535,0.914119124,0.858921409,0.84186697,0.788220286,0.755755544,0.766792595,0.754162133
Tajikistan,TJK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.11674881,-1.841549754,-1.647763491,-0.982307971,-1.099491715,-1.307453394,-1.392462134,-1.386144876,-0.752052188,-0.830599308,-1.025394559,-1.034538388,-1.023233891,-1.240859747,-1.182374001,-0.693340778,-0.88231802,-0.78061831,-0.674310863,-0.747738957,-0.512072921,-0.500084043,-0.676817954,-0.694840014
Tanzania,TZA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.626190364,-0.408068776,-0.701925755,-0.253289312,-0.85554719,-0.671642244,-0.583453715,-0.357518166,-0.387062371,-0.228933871,0.089181244,0.014471621,-0.024133479,0.051454291,-0.162120849,-0.597118556,-0.423460692,-0.448246777,-0.570162177,-0.580516219,-0.388441443,-0.480818123,-0.335592777,-0.265859962
Thailand,THA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.46679911,0.638839483,0.454958707,0.506276667,-0.145084381,-0.717405677,-0.870126605,-1.130200148,-1.112847924,-1.272093296,-1.42447114,-1.442788363,-1.133533716,-1.216630697,-1.311682701,-0.906386316,-0.995044947,-0.991300225,-0.754879355,-0.799434543,-0.491420507,-0.578276575,-0.568726182,-0.383099318
Timor-Leste,TLS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,0.440978795,-0.486890376,-0.286732972,-0.156887859,-0.707215548,-1.156498313,-1.102678061,-0.798321664,-0.56560111,-0.467514545,-0.462352425,-0.284831136,-0.384680241,-0.179694876,-0.27170971,-0.017668042,0.06638208,0.233176738,0.243016809,0.197355658,0.19231537,0.273400307
Togo,TGO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.376152635,-0.615864933,-0.290849715,0.057386961,-0.185996637,-0.314870864,-1.44021821,-0.527322233,-0.341404855,-0.168963,-0.165575549,-0.179348394,-0.162598491,-0.386457771,-0.35371083,-0.167126864,-0.232123047,-0.175117105,-0.874444485,-0.88600421,-0.908243716,-0.890690088,-0.695711434,-0.711050153
Tonga,TON,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,0.629589558,0.817679942,0.677347898,0.467800647,0.28097713,0.281706721,0.215018734,0.689703107,0.937798142,0.894514441,0.935446382,0.84719646,0.868294656,0.897029459,0.771566808,0.833516359,1.037786126,1.089008689,1.078965783,1.114246726
Trinidad and Tobago,TTO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.273877174,0.412275732,0.153456092,-0.094292156,-0.250032127,-0.06832727,-0.121956371,-0.237762183,-0.188574344,-0.11730054,-0.141767442,-0.050823182,0.141080409,0.104277603,0.093686096,0.247864336,0.279361039,0.27725777,0.269298404,0.230616614,0.081537127,0.110377036,0.239029333,0.357974648
Tunisia,TUN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.262547046,0.263467073,0.321114898,0.154225796,0.317870796,0.148958027,0.024227452,0.20851244,0.158262476,0.099821232,0.059611708,-0.063976362,-0.353741795,-0.721316934,-0.902563274,-0.851661503,-0.960177004,-1.139722347,-1.02349031,-0.86821872,-0.877072871,-0.594331145,-0.756551445,-0.596295178
Turkiye,TUR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.258745909,-1.231111765,-0.80017364,-0.803475082,-0.766690612,-0.833764553,-0.601551175,-0.590213001,-0.819362879,-0.823874354,-1.030790567,-0.915285528,-0.959997058,-1.22053194,-1.249932528,-1.086035967,-1.495309711,-2.007214785,-1.786375403,-1.315165997,-1.3781358,-1.143863201,-1.13676095,-1.039865017
Turkmenistan,TKM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.449250609,0.197645247,0.008447062,0.070417747,0.053215541,-0.115211934,0.07271339,-0.244654402,0.277233392,0.537688017,0.485472977,0.334105611,0.234129071,0.42808789,0.2490955,0.074206032,-0.089571141,-0.195148066,-0.128823504,-0.012979328,-0.178149864,-0.201663822,-0.332011014,-0.100280806
Tuvalu,TUV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,1.169785261,1.270095468,1.384927273,1.349654078,1.342015743,1.338472128,1.40261066,1.422731638,1.302488327,1.290351152,1.28392601,1.299327254,1.365985394,1.382750273,1.213737011,1.391008735,1.171670437,1.218199253,1.267683268,1.184532285
Uganda,UGA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.530943632,-1.104016423,-1.248379588,-1.417437673,-1.560963392,-1.304773092,-1.417224765,-1.140345216,-0.916478336,-0.87574017,-0.991805792,-1.000558257,-0.976101816,-0.86896652,-0.838690639,-0.941126168,-0.804575801,-0.718276322,-0.569948792,-0.701724708,-0.694264531,-0.811034501,-0.937743247,-0.807034194
Ukraine,UKR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.152148813,-0.120933816,-0.409486443,-0.293485135,-0.363617957,-0.471536189,-0.285366565,-0.036877617,0.172825918,0.042514395,-0.302319407,0.013131719,-0.070431463,-0.092274904,-0.77728498,-2.020833492,-1.95953238,-1.853331923,-1.867416739,-1.872089386,-1.428326726,-1.16391623,-1.126953006,-1.997604966
United Arab Emirates,ARE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.964015007,0.87130928,0.975434422,0.937275112,0.994650185,0.768757999,0.875413299,0.923421085,0.975391388,0.696017921,0.919041455,0.801757872,0.912175715,0.863251448,0.894792199,0.768908918,0.748049259,0.549646139,0.601948619,0.689086735,0.667445123,0.592546582,0.597461224,0.700785339
United Kingdom,GBR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.981364369,0.930068552,1.033105731,0.672591329,0.271250725,0.140847534,0.12418776,0.667080104,0.574654937,0.492879868,0.121949501,0.411818206,0.351707608,0.402270734,0.486201435,0.415347636,0.503706396,0.347932637,0.380708188,0.077564575,0.52747041,0.481457025,0.489892125,0.503939092
United States,USA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.935005784,0.879612982,1.082809091,0.285476923,0.08044035,-0.233039826,-0.060543258,0.490835488,0.374478042,0.582659543,0.447313607,0.438403934,0.591247261,0.632442117,0.643072605,0.582419634,0.662890196,0.385635316,0.262201786,0.386042565,0.117876664,-0.026929064,-0.014877876,-0.036005028
Uruguay,URY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.623442531,0.765376151,0.929349542,0.838327348,0.711256564,0.590961158,0.777662575,0.898599565,0.835530937,0.845082819,0.789260983,0.824986041,0.957096934,0.709167778,0.804738224,0.991879582,0.994889319,1.048521757,1.040090799,1.023943424,1.028179169,1.054884791,1.045823932,1.095464587
Uzbekistan,UZB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.543731749,-0.68304944,-1.301950455,-1.056883574,-1.29919517,-1.455516696,-1.957895637,-1.784659505,-1.362033367,-1.207106471,-0.950552523,-0.720438123,-0.599719346,-0.518739343,-0.53607899,-0.273108631,-0.374532461,-0.280753702,-0.244979039,-0.304469526,-0.29666546,-0.436710477,-0.252974153,-0.19621487
Vanuatu,VUT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.035551429,1.113963246,1.223599792,1.163408518,0.764638484,0.624410927,1.384927273,1.349654078,1.233010769,1.185493708,1.229898453,1.275229573,1.109436989,1.201700807,1.160386682,0.636045277,0.458486795,0.48971042,0.676284015,0.802380979,1.00210762,0.882424951,0.900379121,0.9496755
"Venezuela, RB",VEN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.584048212,-0.537716508,-0.758916974,-1.317897201,-1.286444664,-1.391585588,-1.244332433,-1.252867579,-1.229670167,-1.312438846,-1.277789474,-1.256236672,-1.094045997,-1.02713263,-1.077632427,-0.852002203,-0.97167027,-1.022976637,-1.25151372,-1.351442456,-1.539181471,-1.55198741,-1.45388782,-1.256462216
Vietnam,VNM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.525695503,0.319004893,0.408773571,0.353681147,0.126424372,0.150153518,0.484037668,0.405120254,0.251871973,0.165260822,0.271775961,0.148407876,0.189088449,0.267358661,0.250577271,-0.022347357,0.063808225,0.226832524,0.211421594,0.032742601,0.03891024,-0.038535811,-0.118189707,-0.030564662
Virgin Islands (U.S.),VIR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,0.839443207,0.442666382,0.508818448,0.483246595,0.500850797,-0.143221498,0.339058101,0.860623062,0.679576159,0.846709192,1.164254904,1.220001817,0.975613654,0.98148948,0.955986977,1.051399589,1.00336504,0.476192206,0.563698709
West Bank and Gaza,PSE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.405726075,-1.353913784,-1.574412584,-1.743407488,-1.265782118,-1.166264057,-1.540936112,-1.77021122,-1.87161386,-1.990429997,-2.043331146,-1.973575473,-1.93561995,-1.956032157,-1.778823495,-1.985010862,-2.154096127,-1.970878363,-1.650645375,-1.804794073,-1.88934803,-2.01818037,-1.836833954,-1.817886233
